SaleID,price
150000,39490.19756217652
150001,379.5511847642358
150002,8040.713594706052
150003,12031.100552518117
150004,571.9851848660317
150005,1789.4274345893662
150006,4489.950984473626
150007,10161.419602635655
150008,3118.6071307064267
150009,2190.9803691560764
150010,4220.113077522786
150011,6121.294924083413
150012,2583.0275164853256
150013,11996.242373197489
150014,11991.017474898805
150015,322.61832413029924
150016,621.4157468045851
150017,6428.978008292036
150018,9550.816104115209
150019,1372.3821122485467
150020,4841.615385986277
150021,13433.747553441055
150022,1452.4719914266236
150023,15255.72642463363
150024,1668.4717143885691
150025,6177.626617704611
150026,1582.1914033263713
150027,3638.108610707573
150028,21415.383617173953
150029,17503.809885716983
150030,1496.7569559508252
150031,256.68715154475353
150032,3996.9396919550954
150033,2804.2571782813948
150034,3251.072426435827
150035,6808.216435954724
150036,1088.934199528118
150037,3907.0308923079588
150038,25429.12634279696
150039,1563.8565364782635
150040,13346.522331997285
150041,3982.9712175807367
150042,15844.886643129601
150043,26028.0456849275
150044,7893.935790709454
150045,2174.9891835257527
150046,2889.069188112734
150047,48016.00737881875
150048,1104.1099853345063
150049,32891.7949996059
150050,4973.847132028437
150051,9713.898865442996
150052,1044.5931342781887
150053,619.4757117785838
150054,14353.005037314331
150055,4009.166351048124
150056,881.8636608216241
150057,2493.8711807250857
150058,1121.2330616758863
150059,2429.6812797842786
150060,9165.859635814455
150061,3260.7594370897295
150062,1372.8105215007868
150063,11644.965438163246
150064,20980.617083336998
150065,9443.272170842723
150066,12798.52553443209
150067,3340.007629541693
150068,1280.3838393903002
150069,2933.302108807815
150070,1801.496316487274
150071,579.6223809083331
150072,985.0756434651796
150073,22683.94189055414
150074,346.65647418958133
150075,1029.614473864147
150076,2397.425874147901
150077,7569.937331088297
150078,2561.0595679060557
150079,4444.966898171538
150080,2549.016595817363
150081,9116.193119182739
150082,15044.596010276959
150083,530.6315192844091
150084,3831.9282363241286
150085,3569.6358560500694
150086,36430.0334563909
150087,340.3565918061777
150088,2961.086384568005
150089,3220.2168188643573
150090,997.70620719745
150091,7050.0177431152715
150092,5955.979723139742
150093,816.912396637538
150094,10970.333589835993
150095,151.43046039357057
150096,13174.865148214707
150097,8293.533525338502
150098,415.07475855682685
150099,385.14625631532977
150100,542.3987606302178
150101,4166.98298138776
150102,1722.9757476145423
150103,2796.4001986024687
150104,4177.561644706161
150105,937.2954558081639
150106,2098.280130840625
150107,634.7051312161107
150108,7475.821458064453
150109,2175.3890502561826
150110,3538.578388944715
150111,11474.403561159528
150112,11007.39446854969
150113,1674.4921255987324
150114,1299.611498396115
150115,2594.7560282413197
150116,6815.976814093847
150117,2764.6576402681476
150118,21002.204994679785
150119,10090.475644063554
150120,14848.598109775157
150121,1448.03356897822
150122,7673.16879965082
150123,111.53005036195573
150124,14568.073110089284
150125,4004.7819719550616
150126,2183.7938777512286
150127,15948.85223884777
150128,32618.721403720276
150129,3192.322416372458
150130,3221.21847830144
150131,860.6613125767124
150132,4193.942665661559
150133,6221.917684203205
150134,15774.2013310156
150135,1282.9721757204193
150136,1509.5443269026027
150137,3139.7834672248896
150138,6507.2875190387895
150139,1009.7882360200766
150140,1395.525850732382
150141,1989.7605037031803
150142,9629.22394147795
150143,5902.151282066685
150144,944.3134721481314
150145,1988.277771636405
150146,6727.68478101994
150147,1137.5644966838377
150148,2223.7210753229974
150149,808.5861069477576
150150,3662.6722052887008
150151,7602.7770720448825
150152,571.9767961046734
150153,814.0912043906101
150154,19285.35034009916
150155,2670.415153724254
150156,369.95070463213005
150157,5277.399186145178
150158,1252.6078889772127
150159,10123.607198045363
150160,47076.58509387036
150161,854.1269696404089
150162,812.6751901466606
150163,718.1016908365177
150164,4795.42707006417
150165,3495.0404117148637
150166,6740.625918997242
150167,2570.3510361973777
150168,4790.1280505782615
150169,1998.9309083239423
150170,3097.313037159379
150171,4522.842770204309
150172,1718.6533478202732
150173,6013.707141780109
150174,2509.684375308425
150175,629.4363608811615
150176,22755.2434880328
150177,225.82439082062848
150178,1900.7998167784353
150179,3329.1980431185993
150180,985.0386534820369
150181,1549.373872496711
150182,6140.249713070736
150183,996.0935664149135
150184,694.9290568262056
150185,9004.37746060433
150186,2825.0431979925206
150187,16429.935918015944
150188,2735.0608940192888
150189,5012.448814899439
150190,5431.310915149527
150191,123.9347785758149
150192,1914.6303265632014
150193,4103.370872602038
150194,15961.446272812036
150195,806.7314229688473
150196,18399.173712243304
150197,3114.1381591740987
150198,4201.801419544291
150199,2552.669263444214
150200,2364.703829463888
150201,9969.634069184845
150202,2190.9009540800735
150203,434.1240454731528
150204,3821.6822935848913
150205,1013.1628019592297
150206,12878.292529166061
150207,1666.7291793901368
150208,1341.8991578405037
150209,2309.688505787911
150210,5904.788758359476
150211,10570.408179373608
150212,9938.756604177393
150213,1167.963653705939
150214,4351.742992801447
150215,132.05195306493974
150216,25635.783191696413
150217,2769.8690829593857
150218,10440.834502961316
150219,11317.807798906844
150220,2161.689126298161
150221,8786.32231285083
150222,956.1987098591712
150223,4673.072506503628
150224,674.0240136968132
150225,812.8703085153979
150226,5578.717755206735
150227,667.9305274122285
